Uniprot,GeneName
Q9UBJ2,ABCD2
Q9UBJ2,ALD1
Q9UBJ2,ALDL1
Q9UBJ2,ALDR
Q9UBJ2,ALDRP
Q15758,SLC1A5
Q15758,ASCT2
Q15758,M7V1
Q15758,RDR
Q15758,RDRC
A9YTQ3,AHRR
A9YTQ3,BHLHE77
A9YTQ3,KIAA1234
Q5JTC6,AMER1
Q5JTC6,FAM123B
Q5JTC6,WTX
Q9UKV5,AMFR
Q9UKV5,RNF45
P30838,ALDH3A1
P30838,ALDH3
P51857,AKR1D1
P51857,SRD5B1
P27338,MAOB
P42568,MLLT3
P42568,AF9
P42568,YEATS3
O60488,ACSL4
O60488,ACS4
O60488,FACL4
O60488,LACS4
Q9BZ11,ADAM33
Q9BZ11,C20orf153
Q9BZ11,UNQ873/PRO1891
Q8N7Z5,ANKRD31
Q9Y672,ALG6
Q9Y672,My046
P62330,ARF6
Q13794,PMAIP1
Q13794,NOXA
Q9Y576,ASB1
Q9Y576,KIAA1146
O95260,ATE1
Q8WWH4,ASZ1
Q8WWH4,ALP1
Q8WWH4,ANKL1
Q8WWH4,C7orf7
Q8WWH4,GASZ
P15848,ARSB
O14983,ATP2A1
Q674R7,ATG9B
Q674R7,APG9L2
Q674R7,NOS3AS
Q13489,BIRC3
Q13489,API2
Q13489,MIHC
Q13489,RNF49
Q8TDH9,BLOC1S5
Q8TDH9,MUTED
Q9BXK5,BCL2L13
Q9BXK5,MIL1
Q9BXK5,CD003
P46736,BRCC3
P46736,BRCC36
P46736,C6.1A
P46736,CXorf53
Q6UXG8,BTNL9
Q6UXG8,UNQ1900/PRO4346
P59827,BPIFB4
P59827,C20orf186
P59827,LPLUNC4
Q9NPI1,BRD7
Q9NPI1,BP75
Q9NPI1,CELTIX1
P51451,BLK
Q15059,BRD3
Q15059,KIAA0043
Q15059,RING3L
Q6UXY1,BAIAP2L2
Q6UXY1,UNQ9336/PRO34007
Q6ZNE5,ATG14
Q6ZNE5,ATG14L
Q6ZNE5,KIAA0831
Q9HBU1,BARX1
Q9UIG0,BAZ1B
Q9UIG0,WBSC10
Q9UIG0,WBSCR10
Q9UIG0,WBSCR9
Q9UIG0,WSTF
Q9HD36,BCL2L10
Q9HD36,BCLB
Q9Y2D0,CA5B
Q6ZV80,C2orf91
O95810,CAVIN2
O95810,SDPR
Q9H7X2,C1orf115
P40123,CAP2
P02745,C1QA
Q6P1W5,C1orf94
Q8N6N3,C1orf52
Q8N6N3,BAG
Q8N6N3,GM117
O43570,CA12
Q4G0X9,CCDC40
Q4G0X9,KIAA1640
Q86Z23,C1QL4
Q86Z23,CTRP11
Q6DHV5,CC2D2B
Q6DHV5,C10orf130
Q6DHV5,C10orf131
Q8N6G1,LINC00337
Q8N6G1,C1orf211
Q8N6G1,NCRNA00337
Q8ND61,C3orf20
Q494R4,CCDC153
P22676,CALB2
P22676,CAB29
Q8WXS5,CACNG8
Q8WXS5,CACNG6
A0A1B0GVG4,CCDC194
Q66K79,CPZ
Q4G0S7,CCDC152
Q4G0S7,Chr5_400
A6NKD9,CCDC85C
P27701,CD82
P27701,KAI1
P27701,SAR2
P27701,ST6
P27701,TSPAN27
Q5U5Z8,AGBL2
Q5U5Z8,CCP2
Q6ZTR5,CFAP47
Q6ZTR5,CHDC2
Q6ZTR5,CXorf22
Q6ZTR5,CXorf30
Q6ZTR5,CXorf59
Q9BXF3,CECR2
Q9BXF3,KIAA1740
Q9P2X8,LINC00474
Q9P2X8,C9orf27
Q8N865,C7orf31
Q6UXB4,CLEC4G
Q6UXB4,UNQ431/PRO792
Q13057,COASY
Q13057,PSEC0106
Q8IYT2,CMTR2
Q8IYT2,AFT
Q8IYT2,FTSJD1
Q96NU0,CNTNAP3B
Q96NU0,CASPR3B
Q02388,COL7A1
Q6IPW1,C11orf71
Q5SWW7,C10orf55
Q8TDQ1,CD300LF
Q8TDQ1,CD300F
Q8TDQ1,CLM1
Q8TDQ1,IGSF13
Q8TDQ1,IREM1
Q8TDQ1,NKIR
Q8TDQ1,UNQ3105/PRO10111
Q8TCG5,CPT1C
Q8TCG5,CATL1
Q96L46,CAPNS2
P41240,CSK
P16220,CREB1
Q96A83,COL26A1
Q96A83,EMID2
Q96A83,EMU2
Q9NRD9,DUOX1
Q9NRD9,DUOX
Q9NRD9,LNOX1
Q9NRD9,THOX1
Q14181,POLA2
Q9H6B9,EPHX3
Q9H6B9,ABHD9
Q14576,ELAVL3
Q14576,HUC
Q14576,PLE21
O60739,EIF1B
P11474,ESRRA
P11474,ERR1
P11474,ESRL1
P11474,NR3B1
P41162,ETV3
P41162,METS
P41162,PE1
Q5RGS3,FAM74A1
Q13158,FADD
Q13158,MORT1
Q13158,GIG3
Q8IYT1,FAM71A
P23141,CES1
P23141,CES2
P23141,SES1
A0A1B0GVM5,ETDC
Q9BZJ8,GPR61
Q9BZJ8,BALGR
Q9BZJ8,GPCR3
P00451,F8
P00451,F8C
P01588,EPO
P81408,FAM189B
P81408,C1orf2
P81408,COTE1
Q96MZ4,FAM218A
Q96MZ4,C4orf39
P00488,F13A1
P00488,F13A
Q9H0X4,FAM234A
Q9H0X4,C16orf9
Q9H0X4,ITFG3
Q96MY7,FAM161B
Q96MY7,C14orf44
Q15910,EZH2
Q15910,KMT6
Q92637,FCGR1B
Q92637,IGFRB
Q8NEA4,FBXO36
Q8NEA4,FBX36
Q8N539,FIBCD1
Q8N539,UNQ701/PRO1346
P11362,FGFR1
P11362,BFGFR
P11362,CEK
P11362,FGFBR
P11362,FLG
P11362,FLT2
P11362,HBGFR
Q9UKA2,FBXL4
Q9UKA2,FBL4
Q9UKA2,FBL5
Q6UN15,FIP1L1
Q6UN15,FIP1
Q6UN15,RHE
Q99689,FEZ1
Q96M96,FGD4
Q96M96,FRABP
Q96M96,ZFYVE6
Q8N461,FBXL16
Q8N461,C16orf22
Q8N461,FBL16
P63130,ERVK-7
P0DTW1,GAGE1
P0DSO3,GAGE4
Q6ZUU3,FOXL2NB
Q6ZUU3,C3orf72
Q12951,FOXI1
Q12951,FKHL10
Q12951,FREAC6
O95749,GGPS1
P13284,IFI30
P13284,GILT
P13284,IP30
Q14390,GGTLC2
Q14390,GGTL4
A6NER3,GAGE12J
Q6ZNI0,GCNT7
Q6ZNI0,C20orf105
A0A1W2PPG7,GNG14
O14764,GABRD
Q8IX06,REXO1L1P
Q8IX06,GOR
Q8IX06,REXO1L1
Q3T8J9,GON4L
Q3T8J9,GON4
Q3T8J9,KIAA1606
P0CG33,GOLGA6D
Q13322,GRB10
Q13322,GRBIR
Q13322,KIAA0207
Q5VY09,IER5
Q5VY09,PP4583
Q5VY09,SBBI48
O95872,GPANK1
O95872,ANKRD59
O95872,BAT4
O95872,G5
O95872,GPATCH10
P07359,GP1BA
P35052,GPC1
P46695,IER3
P46695,DIF2
P46695,IEX1
P46695,PRG1
P31249,HOXD3
P31249,HOX1D
P31249,HOX4A
P09016,HOXD4
P09016,HOX4B
P13378,HOXD8
P13378,HOX4E
Q86YW7,GPHB5
Q86YW7,GPB5
Q86YW7,ZLUT1
Q9Y4H4,GPSM3
Q9Y4H4,AGS4
Q9Y4H4,C6orf9
Q9Y4H4,G18
Q5T6X5,GPRC6A
B7ZAQ6,GPR89A
B7ZAQ6,GPHRA
B7ZAQ6,GPR89
B7ZAQ6,SH120
B7ZAQ6,CGI-13
B7ZAQ6,UNQ192/PRO218
Q8N954,GPATCH11
Q8N954,CCDC75
Q8N954,CENP-Y
P0CG08,GPR89B
P0CG08,GPHRB
P0CG08,GPR89C
P0CG08,HSPC201
Q2TAA2,IAH1
P35557,GCK
P48735,IDH2
Q15053,KIAA0040
Q2M1V0,ISX
Q2M1V0,RAXLX
Q14695,KIAA0087
Q14695,HA1002
Q5T013,HYI
Q5T013,HT036
Q5T013,SB156
A2RU49,HYKK
A2RU49,AGPHD1
P10997,IAPP
Q96M11,HYLS1
Q96M11,HLS
Q9Y4L1,HYOU1
Q9Y4L1,GRP170
Q9Y4L1,ORP150
Q9BYI3,FAM126A
Q9BYI3,DRCTNNB1A
Q14667,KIAA0100
Q14667,BCOX1
Q6NUN7,JHY
Q6NUN7,C11orf63
Q92628,KIAA0232
Q12794,HYAL1
Q12794,LUCA1
Q12891,HYAL2
Q12891,LUCA2
O43820,HYAL3
O43820,LUCA3
Q2M3T9,HYAL4
P38567,SPAM1
P38567,HYAL3
P38567,PH20
Q92839,HAS1
Q92839,HAS
Q92819,HAS2
O00219,HAS3
Q86SR1,GALNT10
Q5T3I0,GPATCH4
Q5T3I0,GPATC4
Q9Y4A0,JRKL
P53990,IST1
P53990,KIAA0174
O75564,JRK
O75564,JH8
P18283,GPX2
Q92917,GPKOW
Q92917,GPATC5
Q92917,GPATCH5
Q92917,T54
Q96SL4,GPX7
Q96SL4,GPX6
Q96SL4,UNQ469/PRO828
P52948,NUP98
P52948,ADAR2
Q5XKR4,OTP
O00459,PIK3R2
Q9Y6F1,PARP3
Q9Y6F1,ADPRT3
Q9Y6F1,ADPRTL3
O14683,TP53I11
O14683,PIG11
P43115,PTGER3
Q9Y3B1,PRELID3B
Q9Y3B1,C20orf45
Q9Y3B1,SLMO2
Q9Y3B1,CGI-107
Q9NY27,PPP4R2
Q9NY27,SBBI57
Q7RTY9,PRSS41
Q7RTY9,TESSP1
P28074,PSMB5
P28074,LMPX
P28074,MB1
P28074,X
P0DPQ3,PRR20G
Q96LQ0,PPP1R36
Q96LQ0,C14orf50
O75626,PRDM1
O75626,BLIMP1
P32119,PRDX2
P32119,NKEFB
P32119,TDPX1
Q6UWB4,PRSS55
Q6UWB4,TSP1
Q6UWB4,UNQ9391/PRO34284
O95758,PTBP3
O95758,ROD1
Q16401,PSMD5
Q16401,KIAA0072
Q13200,PSMD2
Q13200,TRAP2
P30566,ADSL
P30566,AMPS
P27708,CAD
Q8IZV5,RDH10
Q8IZV5,SDR16C4
Q8IZV5,UNQ9375/PRO34191
Q13702,RAPSN
Q13702,RNF205
Q9Y5P3,RAI2
O15539,RGS5
Q8WVD3,RNF138
Q8WVD3,NARF
Q8WVD3,HSD-4
Q8WVD3,HSD4
Q9P0M9,MRPL27
Q9P0M9,HSPC250
Q6P5S7,RNASEK
Q99729,HNRNPAB
Q99729,ABBP1
Q99729,HNRPAB
Q96EX2,RNFT2
Q96EX2,TMEM118
Q9HAU8,RNPEPL1
Q8N4F7,RNF175
P62280,RPS11
Q16533,SNAPC1
Q16533,SNAP43
Q9BQ83,SLX1A
Q9BQ83,GIYD1
Q9BQ83,SLX1;
Q9BQ83,SLX1B
Q9BQ83,GIYD2
Q9BQ83,SLX1
Q5VYV7,SLX4IP
Q5VYV7,C20orf94
P49903,SEPHS1
P49903,SELD
P49903,SPS
P49903,SPS1
Q15036,SNX17
Q15036,KIAA0064
Q8N196,SIX5
Q8N196,DMAHP
O15389,SIGLEC5
O15389,CD33L2
O15389,OBBP2
Q8TEQ0,SNX29
Q8TEQ0,RUNDC2A
K7EJ46,SMIM22
K7EJ46,CASIMO1
P21549,AGXT
P21549,AGT1
P21549,SPAT
Q96EA4,SPDL1
Q96EA4,CCDC99
Q9HB58,SP110
P57073,SOX8
Q9Y4P9,SPEF1
Q9Y4P9,C20orf28
P84022,SMAD3
P84022,MADH3
O43255,SIAH2
H3BQB6,STMND1
Q9NZ72,STMN3
Q9NZ72,SCLIP
Q9NP77,SSU72
Q9NP77,HSPC182
Q9NP77,PNAS-120
Q9P246,STIM2
Q9P246,KIAA1482
P02808,STATH
Q9H5I1,SUV39H2
Q9H5I1,KMT1B
Q9UGU0,TCF20
Q9UGU0,KIAA0292
Q9UGU0,SPBP
Q92526,CCT6B
P0DPI4,TRBD1
O43581,SYT7
O43581,PCANAP7
Q9BQG1,SYT3
Q9Y5J6,TIMM10B
Q9Y5J6,FXC1
Q9Y5J6,TIM9B
Q9Y5J6,TIMM9B
Q15399,TLR1
Q15399,KIAA0012
Q03403,TFF2
Q03403,SML1
P19484,TFEB
P19484,BHLHE35
Q99973,TEP1
Q99973,TLP1
Q99973,TP1
Q92748,THRSP
Q9NUH8,TMEM14B
Q13009,TIAM1
P10600,TGFB3
A2RRL7,TMEM213
Q8WUU8,TMEM174
O75762,TRPA1
O75762,ANKTM1
P00439,PAH
Q9H307,PNN
Q9H307,DRS
Q9H307,MEMA
Q86TG7,PEG10
Q86TG7,EDR
Q86TG7,KIAA1051
Q86TG7,MAR2
Q86TG7,MART2
Q86TG7,MEF3L1
Q86TG7,RGAG3
Q494U1,PLEKHN1
Q494U1,CLPABP
O43930,PRKY
Q7RTY5,PRSS48
Q7RTY5,ESSPL
O60508,CDC40
O60508,EHB3
O60508,PRP17
O60508,PRPF17
P49642,PRIM1
Q58EX7,PLEKHG4
Q58EX7,PRTPHN1
P58294,PROK1
P58294,UNQ600/PRO1186
P28070,PSMB4
P28070,PROS26
Q8IZ63,PRR22
Q86WC6,PPP1R27
Q86WC6,DYSFIP1
O43663,PRC1
H0Y7S4,PRAMEF26
P0DTF9,PTTG1IP2
P0C881,RSPH10B
Q96R05,RBP7
P78317,RNF4
P78317,SNURF
P78317,RES4-26
Q9H9Y6,POLR1B
Q92565,RAPGEF5
Q92565,GFR
Q92565,KIAA0277
Q92565,MRGEF
Q8N8N0,RNF152
Q8NC42,RNF149
Q8NC42,DNAPTP2
Q9H6Y7,RNF167
Q9H6Y7,LP2254
Q9H0F5,RNF38
Q96EU6,RRP36
Q96EU6,C6orf153
Q96EU6,HSPC253
Q86T96,RNF180
Q9H0A6,RNF32
Q9H0A6,FKSG33
Q9H0A6,HSD15
Q9NYV6,RRN3
Q9NYV6,TIFIA
Q7L523,RRAGA
P62273,RPS29
A4D0T7,SMIM30
Q13485,SMAD4
Q13485,DPC4
Q13485,MADH4
P35326,SPRR2A
Q9GZT3,SLIRP
Q9GZT3,C14orf156
Q9GZT3,DC23
Q9GZT3,DC50
Q9GZT3,PD04872
Q5MJ07,SPANXN5
P0DL12,SMIM17
O94956,SLCO2B1
O94956,KIAA0880
O94956,OATP2B1
O94956,OATPB
O94956,SLC21A9
Q5MJ68,SPDYC
P48431,SOX2
Q495Y7,SPDYE7P
Q96GM5,SMARCD1
Q96GM5,BAF60A
Q9C004,SPRY4
Q15475,SIX1
Q68D06,SLFN13
Q01892,SPIB
Q969X2,ST6GALNAC6
Q969X2,SIAT7F
Q969X2,UNQ708/PRO1359
Q6ZMC9,SIGLEC15
Q6ZMC9,CD33L3
Q11201,ST3GAL1
Q11201,SIAT4
Q11201,SIAT4A
Q8TAV4,STOML3
Q9H6Q3,SLA2
Q9H6Q3,C20orf156
Q9H6Q3,SLAP2
P58511,SMIM11A
P58511,C21orf51
P58511,FAM165B
P58511,SMIM11
Q9UEW8,STK39
Q9UEW8,SPAK
Q9BWW4,SSBP3
Q9BWW4,SSDP
Q9BWW4,SSDP1
Q9P2R7,SUCLA2
Q96A44,SPSB4
Q96A44,SSB4
Q8IWZ8,SUGP1
Q8IWZ8,SF4
Q14BN4,SLMAP
Q14BN4,KIAA1601
Q14BN4,SLAP
Q14BN4,UNQ1847/PRO3577
Q5VT97,SYDE2
Q96M53,TBATA
Q96M53,C10orf27
Q96M53,SPATIAL
Q96RJ0,TAAR1
Q96RJ0,TA1
Q96RJ0,TAR1
Q96RJ0,TRAR1
P17542,TAL1
P17542,BHLHA17
P17542,SCL
P17542,TCL5
O76070,SNCG
O76070,BCSG1
O76070,PERSYN
O76070,PRSN
O15273,TCAP
Q4W5G0,TIGD2
P35269,GTF2F1
P35269,RAP74
Q8IY51,TIGD4
Q9UL52,TMPRSS11E
Q9UL52,DESC1
Q9UL52,TMPRSS11E2
Q9UL52,UNQ742/PRO1461
Q9BT49,THAP7
O75204,TMEM127
Q8N6G2,TEX26
Q8N6G2,C13orf26
P13385,TDGF1
P13385,CRIPTO
Q9NYB0,TERF2IP
Q9NYB0,DRIP5
Q9NYB0,RAP1
Q9NYB0,PP8000
Q6UWW9,TMEM207
Q6UWW9,UNQ846/PRO1784
Q96HV5,TMEM41A
Q96HV5,UNQ168/PRO194
Q8WY98,TMEM234
Q8WY98,C1orf91
Q8WY98,PP1065
Q8WY98,UNQ548/PRO1105
Q8NBN3,TMEM87A
Q8NBN3,PSEC0094
Q9H147,DNTTIP1
Q9H147,C20orf167
Q9H147,TDIF1
A6NK02,TRIM75P
A6NK02,TRIM75
O60858,TRIM13
O60858,LEU5
O60858,RFP2
O60858,RNF77
Q9C019,TRIM15
Q9C019,RNF93
Q9C019,ZNF178
Q9C019,ZNFB7
O00300,TNFRSF11B
O00300,OCIF
O00300,OPG
O94826,TOMM70
O94826,KIAA0719
O94826,TOM70
O94826,TOMM70A
Q96A61,TRIM52
Q96A61,RNF102
Q7Z403,TMC6
Q7Z403,EVER1
Q7Z403,EVIN1
Q9Y5R8,TRAPPC1
Q9Y5R8,BET5
Q9Y5R8,MUM2
Q9Y5U5,TNFRSF18
Q9Y5U5,AITR
Q9Y5U5,GITR
Q9Y5U5,UNQ319/PRO364
Q96NL1,TMEM74
Q8TBN0,RAB3IL1
Q96P65,QRFPR
Q96P65,GPR103
Q7Z7A4,PXK
P78406,RAE1
P78406,MRNP41
Q9BQ04,RBM4B
Q9BQ04,RBM30
P61224,RAP1B
P61224,OK/SW-cl.11
P51159,RAB27A
P51159,RAB27
P51157,RAB28
P15153,RAC2
Q92928,RAB1C
Q13017,ARHGAP5
Q13017,RHOGAP5
P57729,RAB38
Q9P227,ARHGAP23
Q9P227,KIAA1501
Q92930,RAB8B
Q5TG30,ARHGAP40
Q5TG30,C20orf95
Q86YS6,RAB43
Q86YS6,RAB41
Q86UA6,RPAIN
Q86UA6,RIP
Q9HD89,RETN
Q9HD89,FIZZ3
Q9HD89,HXCP1
Q9HD89,RSTN
Q9HD89,UNQ407/PRO1199
Q99578,RIT2
Q99578,RIN
Q99578,ROC2
Q9ULI2,RIMKLB
Q9ULI2,FAM80B
Q9ULI2,KIAA1238
O75394,MRPL33
O75394,C2orf1
P05386,RPLP1
P05386,RRP1
Q9H7B2,RPF2
Q9H7B2,BXDC1
Q8IXW5,RPAP2
Q8IXW5,C1orf82
Q9H1E1,RNASE7
Q9H1E1,UNQ2516/PRO6006
Q96EP0,RNF31
Q96EP0,ZIBRA
A6NIE6,RRN3P2
Q5GAN3,RNASE13
Q6T310,RASL11A
Q8IUI4,SNX29P2
Q8IUI4,RUNDC2C
Q9Y3D3,MRPS16
Q9Y3D3,RPMS16
Q9Y3D3,CGI-132
Q9UHR5,SAP30BP
Q9UHR5,HCNGP
Q9UHR5,HTRG
Q9UHR5,HTRP
Q96K37,SLC35E1
Q96K37,PSEC0038
P51398,DAP3
P51398,MRPS29
Q8N488,RYBP
Q8N488,DEDAF
Q8N488,YEAF1
Q9Y467,SALL2
Q9Y467,KIAA0360
Q9Y467,SAL2
Q9Y467,ZNF795
P0CK97,SLC35E2A
P0CK97,SLC35E2
Q5VXD3,SAMD13
Q5VXD3,HSD-42
Q5VXD3,HSD42
P40879,SLC26A3
P40879,DRA
P23297,S100A1
P23297,S100A
Q6ZMH5,SLC39A5
Q6ZMH5,ZIP5
Q01196,RUNX1
Q01196,AML1
Q01196,CBFA2
Q6XE38,SCGB1D4
Q6XE38,UNQ517/PRO812
Q86V20,SHLD2
Q86V20,FAM35A
Q86V20,RINN2
P22307,SCP2
Q9P0V9,SEPTIN10
Q9P0V9,SEPT10
P53992,SEC24C
P53992,KIAA0079
Q9Y617,PSAT1
Q9Y617,PSA
Q5PRF9,SAMD4B
Q5PRF9,SMAUG2
Q9NRG4,SMYD2
Q9NRG4,KMT3C
Q9GZW5,SCAND2P
Q9GZW5,SCAND2
Q8NDV3,SMC1B
Q8NDV3,SMC1L2
Q9UHJ3,SFMBT1
Q9UHJ3,RU1
Q9H0E3,SAP130
Q8N4H0,SPATA6L
Q8N4H0,C9orf68
P48764,SLC9A3
P48764,NHE3
O43699,SIGLEC6
O43699,CD33L
O43699,CD33L1
O43699,OBBP1
Q8TEV9,SMCR8
Q5VWJ9,SNX30
A0A096LP01,SMIM26
A7XYQ1,SOBP
A7XYQ1,JXC1
O14543,SOCS3
O14543,CIS3
O14543,SSI3
Q96FS4,SIPA1
Q96FS4,SPA1
Q2MJR0,SPRED3
Q2MJR0,EVE-3
O75830,SERPINI2
O75830,MEPI
O75830,PI14
Q8TB22,SPATA20
A0A087WV53,SPEGNB
Q8NBJ9,SIDT2
Q8NBJ9,CGI-40
Q8NBJ9,PSEC0072
Q8NBJ9,UNQ685/PRO1325
Q5TH74,STPG1
Q5TH74,C1orf201
Q9NRC1,ST7
Q9NRC1,FAM4A1
Q9NRC1,HELG
Q9NRC1,RAY1
Q8TDW4,ST7L
Q8TDW4,ST7R
Q8WU08,STK32A
Q8WU08,YANK1
Q7Z7C7,STRA8
Q9BXU2,TEX13B
A7MD48,SRRM4
A7MD48,KIAA1853
Q9UHV2,SERTAD1
Q9UHV2,SEI1
Q9UHV2,TRIPBR1
P49458,SRP9
P17987,TCP1
P17987,CCT1
P17987,CCTA
P0C7N4,TMEM191B
Q9UJW2,TINAG
O43763,TLX2
O43763,HOX11L1
O43763,NCX
Q9UP52,TFR2
P04155,TFF1
P04155,BCEI
P04155,PS2
A0A2R8Y7D0,TINCR
A0A2R8Y7D0,LINC00036
A0A2R8Y7D0,NCRNA00036
A0A2R8Y7D0,PLAC2
Q8TBM7,TMEM254
Q8TBM7,C10orf57
Q587J7,TDRD12
Q587J7,ECAT8
P59922,OR2B8P
P59922,OR2B8
Q9Y3N9,OR2W1
Q8NGF7,OR5B17
Q8NGF7,OR5B20P
Q15617,OR8G1
Q15617,OR8G1P
Q6UWY5,OLFML1
Q6UWY5,UNQ564/PRO1126
Q8TE04,PANK1
Q8TE04,PANK
Q86YC2,PALB2
Q86YC2,FANCN
Q8TEW8,PARD3B
Q8TEW8,ALS2CR19
Q8TEW8,PAR3B
Q8TEW8,PAR3L
Q29RF7,PDS5A
Q29RF7,KIAA0648
Q29RF7,PDS5
Q29RF7,PIG54
Q15391,P2RY14
Q15391,GPR105
Q15391,KIAA0001
P09131,SLC10A3
P09131,DXS253E
P09131,P3
P15863,PAX1
P15863,HUP48
P49585,PCYT1A
P49585,CTPCT
P49585,PCYT1
P43119,PTGIR
P43119,PRIPR
Q9H2J4,PDCL3
Q9H2J4,PhLP2A
Q9H2J4,VIAF1
Q5JQD4,PYY3
P50876,RNF144A
P50876,KIAA0161
P50876,RNF144
P50876,UBCE7IP4
O95199,RCBTB2
O95199,CHC1L
O95199,RLG
Q9BWF3,RBM4
Q9BWF3,RBM4A
P62491,RAB11A
P62491,RAB11
P62834,RAP1A
P62834,KREV1
P49792,RANBP2
P49792,NUP358
P29762,CRABP1
P29762,RBP5
Q9P1G2,RBM12B-AS1
Q9P1G2,C8orf39
Q9P1G2,PRO1905
Q96EN9,REX1BD
Q96EN9,C19orf60
O60216,RAD21
O60216,HR21
O60216,KIAA0078
O60216,NXP1
O60216,SCC1
A7KAX9,ARHGAP32
A7KAX9,GRIT
A7KAX9,KIAA0712
A7KAX9,RICS
Q9NX52,RHBDL2
Q6ZUB1,SPATA31E1
Q6ZUB1,C9orf79
Q6ZUB1,FAM75E1
Q5VYP0,SPATA31A3
Q5VYP0,FAM75A3
P82921,MRPS21
P82921,RPMS21
P82921,MDS016
Q5M8T2,SLC35D3
Q5M8T2,FRCL1
P82673,MRPS35
P82673,MRPS28
P82673,HDCMD11P
P82673,MDS023
P82673,PSEC0213
Q86VD7,SLC25A42
Q92736,RYR2
P60903,S100A10
P60903,ANX2LG
P60903,CAL1L
P60903,CLP11
Q92504,SLC39A7
Q92504,HKE4
Q92504,RING5
Q9NP59,SLC40A1
Q9NP59,FPN1
Q9NP59,IREG1
Q9NP59,SLC11A3
Q9NP59,MSTP079
Q99584,S100A13
Q96JT2,SLC45A3
Q96JT2,PCANAP6
Q96JT2,PRST
P55011,SLC12A2
P55011,NKCC1
Q9Y666,SLC12A7
Q9Y666,KCC4
P78381,SLC35A2
P78381,UGALT
P78381,UGT
P78381,UGTL
Q9Y3D5,MRPS18C
Q9Y3D5,CGI-134
Q8NET4,RTL9
Q8NET4,KIAA1318
Q8NET4,RGAG1
Q9UKG4,SLC13A4
Q9UKG4,SUT1
Q9HAB3,SLC52A2
Q9HAB3,GPR172A
Q9HAB3,PAR1
Q9HAB3,RFT3
Q2I0M5,RSPO4
Q2I0M5,C20orf182
P62306,SNRPF
P62306,PBSCF
Q8N1H7,SIX6OS1
Q8N1H7,C14orf39
Q9UN76,SLC6A14
Q16799,RTN1
Q16799,NSP
Q96NL0,RUNDC3B
Q96NL0,RPIB9
Q96NL0,RPIP9
Q9BVN2,RUSC1
Q9BVN2,NESCA
Q96C34,RUNDC1
Q96C34,LP5161
Q8N5C8,TAB3
Q8N5C8,MAP3K7IP3
Q5TGI4,SAMD5
Q5TGI4,SAMDC1
Q9NSI8,SAMSN1
Q9NSI8,HACS1
Q8WWX8,SLC5A11
Q8WWX8,KST1
Q8WWX8,SLGTX
Q8WWX8,SMIT2
P60468,SEC61B
Q01826,SATB1
Q0VDG4,SCRN3
O15126,SCAMP1
O15126,SCAMP
Q9NVA2,SEPTIN11
Q9NVA2,SEPT11
Q9BWG6,SCNM1
P0DPE8,SMIM34B
Q13884,SNTB1
Q13884,SNT2B1
Q5SQN1,SNAP47
Q5SQN1,C1orf142
Q5SQN1,HEL170
Q5SQN1,SVAP1
Q8WVK2,SNRNP27
Q6UXR4,SERPINA13P
Q6UXR4,SERPINA13
Q6UXR4,UNQ6121/PRO20043
P30825,SLC7A1
P30825,ATRC1
P30825,ERR
P30825,REC1L
Q9NPB0,SAYSD1
Q9NPB0,C6orf64
Q96RM1,SPRR2F
Q2TAY7,SMU1
O94972,TRIM37
O94972,KIAA0898
O94972,MUL
O94972,POB1
O43597,SPRY2
Q9H9C1,VIPAS39
Q9H9C1,C14orf133
Q9H9C1,SPE39
Q9H9C1,VIPAR
Q14159,SPIDR
Q14159,KIAA0146
Q9P270,SLAIN2
Q9P270,KIAA1458
Q8IW03,SIAH3
Q96P15,SERPINB11
P21815,IBSP
P21815,BNSP
Q96RL6,SIGLEC11
Q96RL6,UNQ9222/PRO28718
O43704,SULT1B1
O43704,ST1B2
O43704,SULT1B2
Q93045,STMN2
Q93045,SCG10
Q93045,SCGN10
B8ZZ34,SHISA8
B8ZZ34,C22orf17
O94768,STK17B
O94768,DRAK2
Q8N412,STPG2
Q8N412,C4orf37
Q9UH99,SUN2
Q9UH99,FRIGG
Q9UH99,KIAA0668
Q9UH99,RAB5IP
Q9UH99,UNC84B
Q99469,STAC
Q99469,STAC1
O75683,SURF6
O75683,SURF-6
P0CW00,TSPY8
Q92537,SUSD6
Q92537,DRAGO
Q92537,KIAA0247
O75044,SRGAP2
O75044,ARHGAP34
O75044,FNBP2
O75044,KIAA0456
O75044,SRGAP2A
Q5VVX9,UBE2U
A6NNA2,SRRM3
B0FP48,UPK3BL1
B0FP48,UPLP
Q9UH65,SWAP70
Q9UH65,KIAA0640
Q9UH65,HSPC321
Q8WUJ0,STYX
P37288,AVPR1A
P37288,AVPR1
Q6SJ96,TBPL2
Q6SJ96,TBP2
Q6SJ96,TRF3
P20062,TCN2
P20062,TC2
Q86XR7,TICAM2
Q86XR7,TIRAP3
Q86XR7,TIRP
Q86XR7,TRAM
P0CG35,TMSB15B
Q9H853,TUBA4B
Q9H853,TUBA4
Q9NQC1,JADE2
Q9NQC1,KIAA0239
Q9NQC1,PHF15
P05106,ITGB3
P05106,GP3A
Q96HW7,INTS4
Q96HW7,MSTP093
C9JVW0,INAFM1
C9JVW0,PRR24
O15225,INE1
O15225,DXS6974E
Q1MX18,INSC
O15503,INSIG1
Q96PR1,KCNC2
Q8NHM5,KDM2B
Q8NHM5,CXXC2
